145.00,145.00,0,0,0,
145.00,5.00,1,0,0,
5.00,5.00,1,0,0,
5.00,145.00,1,0,0,
145.00,145.00,1,1,0,
135.00,135.00,0,0,0,
135.00,15.00,1,0,0,
15.00,15.00,1,0,0,
15.00,135.00,1,0,0,
135.00,135.00,1,1,0,
125.00,125.00,0,0,0,
125.00,25.00,1,0,0,
25.00,25.00,1,0,0,
25.00,125.00,1,0,0,
125.00,125.00,1,1,0,
115.00,115.00,0,0,0,
115.00,35.00,1,0,0,
35.00,35.00,1,0,0,
35.00,115.00,1,0,0,
115.00,115.00,1,1,0,
105.00,105.00,0,0,0,
105.00,45.00,1,0,0,
45.00,45.00,1,0,0,
45.00,105.00,1,0,0,
105.00,105.00,1,1,1,
